,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Fynsvej 68,6000",1.095.000 kr.,Aalykkeskolen,"1,91 km",7.2,3.8,Villa,Energimærke E,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 917 dage,290 m²,Ejerudg.: 2.166 kr/md,,5 værelser,Opført 1915,2 toiletter,,,6000,https://www.boligsiden.dk/addresses/0a3f50bb-fc9f-32b8-e044-0003ba298018,Grund: 271 m²,
"Tranevænget 15,6830",1.150.000 kr.,Blåbjergskolen,552 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Meget lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 53 dage,135 m²,Ejerudg.: 1.209 kr/md,,4 værelser,Opført 1977,1 toilet,,,6830,https://www.boligsiden.dk/addresses/0a3f50b8-7b36-32b8-e044-0003ba298018,Grund: 940 m²,
"Baunegårdsvej 67B,2900",14.250.000 kr.,Gentofte Skole,459 m,8.4,3.8,Rækkehus,Energimærke C,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 53 dage,149 m²,Ejerudg.: 7.422 kr/md,,5 værelser,Opført 1931,3 toiletter,,,2900,https://www.boligsiden.dk/addresses/8a9965d4-df5d-4071-b0e4-7210316c24c1,Grund: 110 m²,
"Fasanvænget 4,4040",2.395.000 kr.,Nordskolen,"2,33 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 53 dage,120 m²,Ejerudg.: 2.785 kr/md,,5 værelser,Opført 1971,1 toilet,,,4040,https://www.boligsiden.dk/addresses/0a3f50ab-32bd-32b8-e044-0003ba298018,Grund: 735 m²,
"Ørnevej 17,6500",2.395.000 kr.,Ungeuniverset-Vojens,583 m,6.3,3.6,Villa,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 53 dage,238 m²,Ejerudg.: 1.840 kr/md,,7 værelser,Opført 1965,2 toiletter,,,6500,https://www.boligsiden.dk/addresses/0a3f50b8-2396-32b8-e044-0003ba298018,Grund: 1190 m²,
"Naffet 33B, st.,6100",875.000 kr.,Fællesskolen Hammelev-Sct. Severin,"1,26 km",6.7,3.8,Ejerlejlighed,Energimærke C,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 53 dage,88 m²,Ejerudg.: 1.771 kr/md,Elevator: Nej,2 værelser,Opført 1900,1 toilet,Altan: Nej,Terrasse: Nej,6100,https://www.boligsiden.dk/addresses/0a3f50b6-cee1-32b8-e044-0003ba298018,,
"Bavnehøjvej 1, 3. tv.,8500",345.000 kr.,Søren Kanne-Skolen,"1,88 km",6.5,3.6,Ejerlejlighed,Energimærke C,Mellem,26%,34‰.,Der er 36.921 indbyggere i Norddjurs Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 34‰.,Til salg i alt: 53 dage,45 m²,Ejerudg.: 1.618 kr/md,Elevator: Nej,2 værelser,Opført 1943,1 toilet,Altan: Nej,Terrasse: Nej,8500,https://www.boligsiden.dk/addresses/0a3f50bf-c282-32b8-e044-0003ba298018,,
"Hovgårdsparken 71,2670",4.695.000 kr.,Mosedeskolen,669 m,7.4,3.7,Villa,Energimærke C,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 53 dage,143 m²,Ejerudg.: 3.244 kr/md,,4 værelser,Opført 1980,2 toiletter,,,2670,https://www.boligsiden.dk/addresses/0a3f50ab-0023-32b8-e044-0003ba298018,Grund: 750 m²,
"Holmetoften 46,8270",10.500.000 kr.,Holme Skole,588 m,7.4,3.7,Villa,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,173 m²,Ejerudg.: 5.350 kr/md,,6 værelser,Opført 2022,2 toiletter,,,8270,https://www.boligsiden.dk/addresses/0a3f50c3-2961-32b8-e044-0003ba298018,Grund: 881 m²,
"Holbækvej 181,4440",2.495.000 kr.,Kildebjergskolen,"1,06 km",6.7,3.7,Landejendom,Energimærke C,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 450 dage,130 m²,Ejerudg.: 2.935 kr/md,,5 værelser,Opført 1777,1 toilet,,,4440,https://www.boligsiden.dk/addresses/0a3f50af-0c4f-32b8-e044-0003ba298018,Grund: 18660 m²,
"Skræntevej 11,3210",3.695.000 kr.,Sankt Helene Vejby,"1,28 km",6.8,3.7,Villa,Energimærke C,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 53 dage,176 m²,Ejerudg.: 3.431 kr/md,,6 værelser,Opført 1986,2 toiletter,,,3210,https://www.boligsiden.dk/addresses/0a3f50a9-0fab-32b8-e044-0003ba298018,Grund: 1167 m²,
"Bakken 105,7441",2.095.000 kr.,Bording Skole,825 m,6.8,3.8,Villa,Energimærke C,Lav,"25,1%","20,35‰.","Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",Til salg i alt: 668 dage,186 m²,Ejerudg.: 2.150 kr/md,,6 værelser,Opført 1986,2 toiletter,,,7441,https://www.boligsiden.dk/addresses/0a3f50be-39b0-32b8-e044-0003ba298018,Grund: 967 m²,
"Skovgaardsgade 14, 3. th.,8000",2.450.000 kr.,Læssøesgades Skole,986 m,6.4,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,57 m²,Ejerudg.: 3.123 kr/md,Elevator: Nej,2 værelser,Opført 1925,1 toilet,Altan: Ja,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c4-2d9b-32b8-e044-0003ba298018,,
"Ilskov Hovedgade 11A,7451",945.000 kr.,Sunds Skole,"6,03 km",7.2,3.6,Villa,Energimærke C,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 53 dage,148 m²,Ejerudg.: 1.006 kr/md,,6 værelser,Opført 1972,1 toilet,,,7451,https://www.boligsiden.dk/addresses/0a3f50bd-7ac5-32b8-e044-0003ba298018,Grund: 793 m²,
"Elmebakken 2,8410",4.799.000 kr.,Rønde Skole,"1,42 km",7.1,3.7,Landejendom,Energimærke A2010,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 53 dage,206 m²,Ejerudg.: 3.168 kr/md,,6 værelser,Opført 1919,2 toiletter,,,8410,https://www.boligsiden.dk/addresses/0a3f50c1-9611-32b8-e044-0003ba298018,Grund: 31972 m²,
"Gudumvej 62B,9260",725.000 kr.,Gudumholm Skole,"4,19 km",7,3.8,Rækkehus,Energimærke E,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 53 dage,88 m²,Ejerudg.: 979 kr/md,,3 værelser,Opført 1985,1 toilet,,,9260,https://www.boligsiden.dk/addresses/0a3f50ca-0b91-32b8-e044-0003ba298018,Grund: - m²,
"Kongebrovej 3,4320",2.995.000 kr.,Allerslev Skole,736 m,8.3,3.7,Villa,Energimærke D,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 53 dage,113 m²,Ejerudg.: 2.786 kr/md,,4 værelser,Opført 1922,1 toilet,,,4320,https://www.boligsiden.dk/addresses/0a3f50ab-a966-32b8-e044-0003ba298018,Grund: 411 m²,
"Tønagervej 10,8983",695.000 kr.,Grønhøjskolen,"3,4 km",6.2,3.6,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 53 dage,129 m²,Ejerudg.: 1.179 kr/md,,4 værelser,Opført 1966,2 toiletter,,,8983,https://www.boligsiden.dk/addresses/0a3f50c0-7454-32b8-e044-0003ba298018,Grund: 892 m²,
"Olfert Fischers Gade 3, st. 4.,8200",1.995.000 kr.,Skovvangskolen,198 m,7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 356 dage,51 m²,Ejerudg.: 2.192 kr/md,Elevator: Nej,2 værelser,Opført 1943,1 toilet,Altan: Nej,Terrasse: Nej,8200,https://www.boligsiden.dk/addresses/0a3f50c3-d08d-32b8-e044-0003ba298018,,
"Astrupvej 4,9575",1.795.000 kr.,KILDEN- Børne- og Ungeunivers,"5,87 km",6.5,3.7,Villa,Energimærke D,Meget lav,"25,33%","26,09‰.","Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",Til salg i alt: 53 dage,218 m²,Ejerudg.: 1.654 kr/md,,7 værelser,Opført 1974,2 toiletter,,,9575,https://www.boligsiden.dk/addresses/0a3f50c9-4888-32b8-e044-0003ba298018,Grund: 4106 m²,
"Lindenborgvej 160,4000",2.595.000 kr.,Trællerupskolen,"1,53 km",7.5,3.6,Villa,Energimærke C,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 53 dage,137 m²,Ejerudg.: 2.468 kr/md,,5 værelser,Opført 1910,2 toiletter,,,4000,https://www.boligsiden.dk/addresses/0a3f50ab-a6ed-32b8-e044-0003ba298018,Grund: 663 m²,
"Bakbjergvej 18,8653",7.500.000 kr.,Frisholm Skole,"4,86 km",7.3,3.7,Villa,Energimærke A2015,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 53 dage,172 m²,Ejerudg.: 2.871 kr/md,,7 værelser,Opført 2016,2 toiletter,,,8653,https://www.boligsiden.dk/addresses/0a3f50c2-56b4-32b8-e044-0003ba298018,Grund: 3355 m²,
"Dalby Møllevej 17,6000",4.495.000 kr.,Brændkjærskolen,"1,84 km",7.1,3.9,Villa,Energimærke A2010,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 310 dage,187 m²,Ejerudg.: 2.842 kr/md,,5 værelser,Opført 2012,2 toiletter,,,6000,https://www.boligsiden.dk/addresses/414983cf-6f00-4215-953f-112293ab864c,Grund: 816 m²,
"Ll. Ladegaardsvej 11,4180",2.850.000 kr.,Sorø Borgerskole,580 m,7.1,3.7,Villa,Energimærke F,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 53 dage,166 m²,Ejerudg.: 2.348 kr/md,,7 værelser,Opført 1942,1 toilet,,,4180,https://www.boligsiden.dk/addresses/0a3f50ae-e01d-32b8-e044-0003ba298018,Grund: 630 m²,
"Kildehøjen 13,8240",4.198.000 kr.,Ellevangskolen,693 m,7.7,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,151 m²,Ejerudg.: 3.432 kr/md,,5 værelser,Opført 1900,2 toiletter,,,8240,https://www.boligsiden.dk/addresses/0a3f50c3-62b4-32b8-e044-0003ba298018,Grund: 414 m²,
"Mosehøjvej 5B,2920",14.995.000 kr.,Skovgårdsskolen,640 m,8.6,3.9,Rækkehus,Energimærke D,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 54 dage,198 m²,Ejerudg.: 5.982 kr/md,,5 værelser,Opført 1974,3 toiletter,,,2920,https://www.boligsiden.dk/addresses/0a3f50a3-e684-32b8-e044-0003ba298018,Grund: 1958 m²,
"Holme Parkvej 103,8270",2.950.000 kr.,Holme Skole,"1,08 km",7.4,3.7,Rækkehus,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,114 m²,Ejerudg.: 2.807 kr/md,,4 værelser,Opført 1984,1 toilet,,,8270,https://www.boligsiden.dk/addresses/0a3f50c3-2752-32b8-e044-0003ba298018,Grund: 308 m²,
"Sejsvej 5,8600",9.495.000 kr.,Langsøskolen,674 m,7.1,3.7,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 53 dage,121 m²,Ejerudg.: 4.969 kr/md,,5 værelser,Opført 1933,2 toiletter,,,8600,https://www.boligsiden.dk/addresses/0a3f50c2-02aa-32b8-e044-0003ba298018,Grund: 779 m²,
"Jyllands Allé 111A,8270",9.395.000 kr.,Rosenvangskolen,329 m,7.5,3.8,Villa,Energimærke A2015,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 266 dage,200 m²,Ejerudg.: 7.086 kr/md,,5 værelser,Opført 2021,2 toiletter,,,8270,https://www.boligsiden.dk/addresses/0a3f50c3-5399-32b8-e044-0003ba298018,Grund: 884 m²,
"Mercurvej 28,8700",1.795.000 kr.,Østerhåbskolen,440 m,7.2,3.7,Villa,Energimærke D,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 53 dage,120 m²,Ejerudg.: 2.291 kr/md,,4 værelser,Opført 1969,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-7325-32b8-e044-0003ba298018,Grund: 705 m²,
"Valhalsvej 17B,5200",3.695.000 kr.,Provstegårdskolen,132 m,7.3,3.7,Villa,Energimærke A2010,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 53 dage,168 m²,Ejerudg.: 2.504 kr/md,,5 værelser,Opført 2003,2 toiletter,,,5200,https://www.boligsiden.dk/addresses/9cfe8b10-72a6-4400-913c-a1196f2f5c7d,Grund: 560 m²,
"Ståbyvej 9,5672",6.995.000 kr.,Brobyskolerne,"2,66 km",6.9,3.6,Villa,Energimærke B,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 53 dage,334 m²,Ejerudg.: 2.674 kr/md,,6 værelser,Opført 1847,3 toiletter,,,5672,https://www.boligsiden.dk/addresses/0a3f50b2-7055-32b8-e044-0003ba298018,Grund: 19926 m²,
"Enebærvej 16,8240",7.895.000 kr.,Strandskolen,434 m,8,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 53 dage,214 m²,Ejerudg.: 5.709 kr/md,,6 værelser,Opført 1917,2 toiletter,,,8240,https://www.boligsiden.dk/addresses/0a3f50c2-c61a-32b8-e044-0003ba298018,Grund: 969 m²,
"Saturnvej 50,8800",2.950.000 kr.,Overlund Skole,693 m,7.8,3.8,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 53 dage,160 m²,Ejerudg.: 2.269 kr/md,,6 værelser,Opført 1995,2 toiletter,,,8800,https://www.boligsiden.dk/addresses/0a3f50c6-92c9-32b8-e044-0003ba298018,Grund: 818 m²,
"Stenbjærgvej 2,4180",2.995.000 kr.,Pedersborg Skole,"1,19 km",6.9,3.6,Villa,Energimærke C,Høj,"26,3%","25,74‰.","Der er 30.018 indbyggere i Sorø Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 25,74‰.",Til salg i alt: 53 dage,126 m²,Ejerudg.: 2.396 kr/md,,4 værelser,Opført 1959,2 toiletter,,,4180,https://www.boligsiden.dk/addresses/0a3f50ae-e9fd-32b8-e044-0003ba298018,Grund: 17707 m²,
"Ahornvænget 13,8362",3.995.000 kr.,Bakkeskolen,775 m,7.4,3.7,Villa,Energimærke C,Høj,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 238 dage,193 m²,Ejerudg.: 3.101 kr/md,,5 værelser,Opført 1973,3 toiletter,,,8362,https://www.boligsiden.dk/addresses/0a3f50c0-2ac9-32b8-e044-0003ba298018,Grund: 894 m²,
"Gørdingvej 96,6690",648.000 kr.,Gørding Skole,"4,46 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 53 dage,177 m²,Ejerudg.: 1.147 kr/md,,10 værelser,Opført 1907,1 toilet,,,6690,https://www.boligsiden.dk/addresses/0a3f50b9-c149-32b8-e044-0003ba298018,Grund: 2124 m²,
"Utkesvej 11,3400",4.795.000 kr.,Hillerød Vest Skolen,557 m,7.5,3.8,Villa,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 53 dage,160 m²,Ejerudg.: 3.538 kr/md,,5 værelser,Opført 1965,2 toiletter,,,3400,https://www.boligsiden.dk/addresses/0a3f50a9-deb6-32b8-e044-0003ba298018,Grund: 819 m²,
"Hansborggade 4, 2.,6100",2.495.000 kr.,Fællesskolen Favrdal-Fjelstrup,"1,49 km",7.4,3.7,Ejerlejlighed,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 53 dage,128 m²,Ejerudg.: 4.758 kr/md,Elevator: Nej,4 værelser,Opført 1905,1 toilet,Altan: Ja,Terrasse: Nej,6100,https://www.boligsiden.dk/addresses/0a3f50b6-bae5-32b8-e044-0003ba298018,,
"Vesterbyvej 12,7700",995.000 kr.,Hannæs-Østerild Skole,"7,54 km",6.5,3.7,Villa,Energimærke D,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 53 dage,128 m²,Ejerudg.: 998 kr/md,,4 værelser,Opført 1966,1 toilet,,,7700,https://www.boligsiden.dk/addresses/0a3f50c6-381a-32b8-e044-0003ba298018,Grund: 716 m²,
"Skovvej 8,3230",4.695.000 kr.,Gribskolen  Græsted,"4,51 km",6.5,3.6,Villa,Energimærke C,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 53 dage,432 m²,Ejerudg.: 5.476 kr/md,,9 værelser,Opført 1723,2 toiletter,,,3230,https://www.boligsiden.dk/addresses/0a3f50a9-0f5e-32b8-e044-0003ba298018,Grund: 3536 m²,
"Hejls Landevej 56,6094",895.000 kr.,Christiansfeld Skole,"6,62 km",6.6,3.8,Villa,Energimærke E,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 53 dage,153 m²,Ejerudg.: 2.039 kr/md,,6 værelser,Opført 1935,2 toiletter,,,6094,https://www.boligsiden.dk/addresses/0a3f50b6-78ea-32b8-e044-0003ba298018,Grund: 888 m²,
"Frejasvej 7,8600",4.395.000 kr.,Hvinningdalskolen,778 m,7.8,3.8,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 53 dage,138 m²,Ejerudg.: 2.584 kr/md,,4 værelser,Opført 1965,1 toilet,,,8600,https://www.boligsiden.dk/addresses/0a3f50c1-cb6d-32b8-e044-0003ba298018,Grund: 760 m²,
"Agersbækvej 23,6950",3.800.000 kr.,Hee Skole,"1,05 km",Ikke oplyst,Ikke oplyst,Landejendom,Energimærke A2010,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 53 dage,306 m²,Ejerudg.: 3.473 kr/md,,5 værelser,Opført 1915,3 toiletter,,,6950,https://www.boligsiden.dk/addresses/0a3f50be-8c55-32b8-e044-0003ba298018,Grund: 150240 m²,
"Snevrevej 15,9800",2.495.000 kr.,Bjergby undervisningssted,"1,87 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,283 m²,Ejerudg.: 1.542 kr/md,,5 værelser,Opført 1880,2 toiletter,,,9800,https://www.boligsiden.dk/addresses/0a3f50c8-3fa9-32b8-e044-0003ba298018,Grund: 1849 m²,
"Alleen 14,9670",2.750.000 kr.,Løgstør Skole,972 m,7.1,3.8,Villa,Energimærke E,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 53 dage,205 m²,Ejerudg.: 1.660 kr/md,,5 værelser,Opført 1948,2 toiletter,,,9670,https://www.boligsiden.dk/addresses/0a3f50c8-7f09-32b8-e044-0003ba298018,Grund: 775 m²,
"Eliassensvej 10,6000",895.000 kr.,Sdr Vang Skole,"1,02 km",7.1,3.9,Villa,Energimærke F,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 53 dage,81 m²,Ejerudg.: 2.276 kr/md,,3 værelser,Opført 1947,1 toilet,,,6000,https://www.boligsiden.dk/addresses/0a3f50bb-f435-32b8-e044-0003ba298018,Grund: 768 m²,
"Egensevej 44A,5700",2.975.000 kr.,Vestre Skole,"1,03 km",5.9,3.7,Villa,Energimærke D,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 53 dage,110 m²,Ejerudg.: 2.929 kr/md,,2 værelser,Opført 1957,-,,,5700,https://www.boligsiden.dk/addresses/e46227fb-2609-4e27-a53e-3a495ef75f07,Grund: 205 m²,
"Knud Den Stores Vej 34, 1. 107.,4000",3.295.000 kr.,Klostermarksskolen,210 m,8.1,3.8,Ejerlejlighed,Energimærke D,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 53 dage,84 m²,Ejerudg.: 3.589 kr/md,Elevator: Nej,3 værelser,Opført 1971,1 toilet,Altan: Ja,Terrasse: Nej,4000,https://www.boligsiden.dk/addresses/0a3f50ab-f39a-32b8-e044-0003ba298018,,
"Hovedgaden 54,4350",1.425.000 kr.,Ugerløse Skole,100 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 53 dage,139 m²,Ejerudg.: 1.622 kr/md,,6 værelser,Opført 1925,2 toiletter,,,4350,https://www.boligsiden.dk/addresses/0a3f50af-6126-32b8-e044-0003ba298018,Grund: 685 m²,
"Svinøvestervej 11,4750",1.495.000 kr.,Svend Gønge-skolen,"9,17 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke D,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 210 dage,153 m²,Ejerudg.: 2.220 kr/md,,6 værelser,Opført 1938,1 toilet,,,4750,https://www.boligsiden.dk/addresses/0a3f50b1-cc01-32b8-e044-0003ba298018,Grund: 2601 m²,
"Sankt Gertruds Stræde 6B, 4.,1129",2.845.000 kr.,Sølvgades Skole,665 m,7.8,3.7,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,37 m²,Ejerudg.: 2.969 kr/md,Elevator: Nej,1 værelser,Opført 1737,1 toilet,Altan: Nej,Terrasse: Nej,1129,https://www.boligsiden.dk/addresses/0a3f50a0-8895-32b8-e044-0003ba298018,,
"Violvej 13,9850",695.000 kr.,Horne undervisningssted,985 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 677 dage,173 m²,Ejerudg.: 1.397 kr/md,,5 værelser,Opført 1964,1 toilet,,,9850,https://www.boligsiden.dk/addresses/0a3f50c7-ffb0-32b8-e044-0003ba298018,Grund: 1407 m²,
"Borgervej 16,9500",759.000 kr.,Mariager Skole,"4,88 km",7.7,3.7,Villa,Energimærke C,Lav,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 53 dage,132 m²,Ejerudg.: 909 kr/md,,5 værelser,Opført 1920,2 toiletter,,,9500,https://www.boligsiden.dk/addresses/0a3f50c6-bafb-32b8-e044-0003ba298018,Grund: 833 m²,
