,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Lillemarken 3,4000",2.845.000 kr.,Trællerupskolen,"1,42 km",7.5,3.6,Villa,Energimærke F,Høj,"25,31%","28,23‰.","Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",Til salg i alt: 45 dage,106 m²,Ejerudg.: 2.574 kr/md,,4 værelser,Opført 1961,1 toilet,,,4000,https://www.boligsiden.dk/addresses/0a3f50ab-aa6b-32b8-e044-0003ba298018,Grund: 770 m²,
"Fuglebakkevej 13,6100",1.495.000 kr.,Fællesskolen Hammelev-Sct. Severin,627 m,6.7,3.8,Villa,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 45 dage,145 m²,Ejerudg.: 2.223 kr/md,,6 værelser,Opført 1964,2 toiletter,,,6100,https://www.boligsiden.dk/addresses/0a3f50b6-b4ee-32b8-e044-0003ba298018,Grund: 809 m²,
"Vibevej 1,8641",1.575.000 kr.,Sorring Skole,543 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Mellem,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 341 dage,134 m²,Ejerudg.: 2.237 kr/md,,5 værelser,Opført 1969,2 toiletter,,,8641,https://www.boligsiden.dk/addresses/0a3f50bf-c02a-32b8-e044-0003ba298018,Grund: 957 m²,
"Fuglehaven 3,8660",4.998.000 kr.,Niels Ebbesen Skolen,"1,59 km",7.7,3.7,Villa,Energimærke C,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 45 dage,162 m²,Ejerudg.: 3.152 kr/md,,5 værelser,Opført 2000,2 toiletter,,,8660,https://www.boligsiden.dk/addresses/0a3f50c2-297c-32b8-e044-0003ba298018,Grund: 991 m²,
"Dagnæs Strandvej 2,8700",2.695.000 kr.,Dagnæsskolen,686 m,7,3.8,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 44 dage,140 m²,Ejerudg.: 1.879 kr/md,,5 værelser,Opført 1930,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-4443-32b8-e044-0003ba298018,Grund: 858 m²,
"Sandagervej 11,9690",620.000 kr.,Fjerritslev Skole,324 m,6.4,3.6,Villa,Energimærke C,Lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 45 dage,102 m²,Ejerudg.: 908 kr/md,,4 værelser,Opført 1960,1 toilet,,,9690,https://www.boligsiden.dk/addresses/0a3f50c7-43c8-32b8-e044-0003ba298018,Grund: 596 m²,
"Spartavej 7B,9270",1.995.000 kr.,Klarup Skole,210 m,7.3,3.8,Rækkehus,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 45 dage,111 m²,Ejerudg.: 1.723 kr/md,,4 værelser,Opført 1964,2 toiletter,,,9270,https://www.boligsiden.dk/addresses/29e5cd02-1a8b-680f-e044-0003ba298018,Grund: 660 m²,
"Havnevej 26A,3250",5.895.000 kr.,"Gilbjergskolen, Gilleleje",932 m,6.8,3.7,Rækkehus,Energimærke D,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 45 dage,130 m²,Ejerudg.: 4.826 kr/md,,5 værelser,Opført 1913,2 toiletter,,,3250,https://www.boligsiden.dk/addresses/0a3f50a8-bef9-32b8-e044-0003ba298018,Grund: 442 m²,
"Ib Schønbergs Allé 8, 3. th.,2500",4.450.000 kr.,Vigerslev Allés Skole,604 m,6.8,3.8,Ejerlejlighed,Energimærke C,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 45 dage,93 m²,Ejerudg.: 4.172 kr/md,Elevator: Ja,3 værelser,Opført 2007,1 toilet,Altan: Ja,Terrasse: Nej,2500,https://www.boligsiden.dk/addresses/32c88351-ad5f-1479-e044-0003ba298018,,
"Albertslundvej 99, 2. th.,2625",1.395.000 kr.,Pilehaveskolen,405 m,7.4,3.7,Ejerlejlighed,Energimærke C,Mellem,"25,6%","24,38‰.","Der er 16.488 indbyggere i Vallensbæk Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 24,38‰.",Til salg i alt: 45 dage,68 m²,Ejerudg.: 3.388 kr/md,Elevator: Nej,2 værelser,Opført 1964,1 toilet,Altan: Nej,Terrasse: Nej,2625,https://www.boligsiden.dk/addresses/0a3f50a7-7d05-32b8-e044-0003ba298018,,
"Hvedebjergvej 7,8220",3.898.000 kr.,Engdalskolen,"1,41 km",7.5,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 529 dage,136 m²,Ejerudg.: 2.516 kr/md,,4 værelser,Opført 1966,2 toiletter,,,8220,https://www.boligsiden.dk/addresses/0a3f50c3-308c-32b8-e044-0003ba298018,Grund: 806 m²,
"Strubjerg 30, 3. mf.,9400",798.000 kr.,Gl Lindholm Skole,766 m,6.9,3.7,Ejerlejlighed,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 45 dage,59 m²,Ejerudg.: 2.067 kr/md,Elevator: Nej,2 værelser,Opført 1973,1 toilet,Altan: Ja,Terrasse: Nej,9400,https://www.boligsiden.dk/addresses/0a3f50ca-c874-32b8-e044-0003ba298018,,
"Kærmindevej 9,7870",650.000 kr.,Roslev Skole,"4,22 km",6.5,3.6,Villa,Energimærke E,Mellem,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 45 dage,155 m²,Ejerudg.: 1.210 kr/md,,5 værelser,Opført 1976,2 toiletter,,,7870,https://www.boligsiden.dk/addresses/0a3f50c5-dc24-32b8-e044-0003ba298018,Grund: 919 m²,
"Clara Pontoppidans Vej 20, st. tv.,2500",4.195.000 kr.,Vigerslev Allés Skole,456 m,6.8,3.8,Ejerlejlighed,Energimærke A2010,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 45 dage,85 m²,Ejerudg.: 3.764 kr/md,Elevator: Ja,4 værelser,Opført 2012,1 toilet,Altan: Ja,Terrasse: Nej,2500,https://www.boligsiden.dk/addresses/7a2018cb-9172-487a-bc70-92661a8b8373,,
"Vinkelvej 38,4760",2.895.000 kr.,Ungdomsskolen og 10.klasse,350 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 45 dage,257 m²,Ejerudg.: 3.239 kr/md,,9 værelser,Opført 1937,-,,,4760,https://www.boligsiden.dk/addresses/0a3f50b1-d004-32b8-e044-0003ba298018,Grund: 1284 m²,
"Hunderupvej 174,5230",12.500.000 kr.,Munkebjergskolen,"1,2 km",7.4,3.8,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 45 dage,325 m²,Ejerudg.: 5.914 kr/md,,11 værelser,Opført 1930,2 toiletter,,,5230,https://www.boligsiden.dk/addresses/0a3f50b4-0c9c-32b8-e044-0003ba298018,Grund: 592 m²,
"Langdalsvej 28,8220",3.248.000 kr.,Engdalskolen,861 m,7.5,3.8,Villa,Energimærke G,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 45 dage,116 m²,Ejerudg.: 2.852 kr/md,,5 værelser,Opført 1964,2 toiletter,,,8220,https://www.boligsiden.dk/addresses/0a3f50c3-7b6f-32b8-e044-0003ba298018,Grund: 824 m²,
"Vestergade 205B,6792",795.000 kr.,Skærbæk Distriktsskole,"15,23 km",6,3.6,Ejerlejlighed/Fritidsbolig,fejl,Meget lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 45 dage,71 m²,Ejerudg.: 3.270 kr/md,Elevator: Nej,3 værelser,Opført 1987,-,Altan: Nej,Terrasse: Nej,6792,https://www.boligsiden.dk/addresses/0a3f50b7-7a73-32b8-e044-0003ba298018,,
"Vinkelvej 16,4760",1.395.000 kr.,Ungdomsskolen og 10.klasse,194 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 45 dage,135 m²,Ejerudg.: 1.676 kr/md,,5 værelser,Opført 1913,2 toiletter,,,4760,https://www.boligsiden.dk/addresses/0a3f50b1-cfe9-32b8-e044-0003ba298018,Grund: 419 m²,
"Morbærvej 22,6600",2.295.000 kr.,Grønvangskolen,"1,19 km",7.2,3.8,Villa,Energimærke C,Høj,"25,33%","20,36‰.","Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",Til salg i alt: 45 dage,167 m²,Ejerudg.: 1.721 kr/md,,5 værelser,Opført 1979,2 toiletter,,,6600,https://www.boligsiden.dk/addresses/0a3f50ba-195f-32b8-e044-0003ba298018,Grund: 806 m²,
"Korsgade 42, 1.,9000",1.245.000 kr.,Skansevejens Skole,"1,16 km",7,3.8,Ejerlejlighed,Energimærke B,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 410 dage,50 m²,Ejerudg.: 1.505 kr/md,Elevator: Nej,2 værelser,Opført 1897,1 toilet,Altan: Nej,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/0a3f50ca-46ea-32b8-e044-0003ba298018,,
"Thorkildsvej 1C,9990",3.495.000 kr.,Skagen Skole,652 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed/Fritidsbolig,Energimærke F,Meget lav,"26,2%","29,9‰.","Der er 58.878 indbyggere i Frederikshavn Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 29,9‰.",Til salg i alt: 45 dage,100 m²,Ejerudg.: 2.485 kr/md,Elevator: Nej,5 værelser,Opført 1870,1 toilet,Altan: Ja,Terrasse: Nej,9990,https://www.boligsiden.dk/addresses/0a3f50c9-432f-32b8-e044-0003ba298018,,
"Korsgade 42, 2.,9000",2.495.000 kr.,Skansevejens Skole,"1,16 km",7,3.8,Ejerlejlighed,Energimærke B,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 443 dage,98 m²,Ejerudg.: 2.591 kr/md,Elevator: Nej,4 værelser,Opført 1897,1 toilet,Altan: Nej,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/0a3f50ca-46eb-32b8-e044-0003ba298018,,
"Nørregade 30, 2. tv.,8000",3.395.000 kr.,Samsøgades Skole,462 m,6.9,3.6,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 45 dage,74 m²,Ejerudg.: 3.104 kr/md,Elevator: Nej,3 værelser,Opført 1867,1 toilet,Altan: Nej,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c3-ca36-32b8-e044-0003ba298018,,
"Juels Alle 9,6760",3.998.000 kr.,Ansgarskolen,"1,43 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2015,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 44 dage,188 m²,Ejerudg.: 2.334 kr/md,,4 værelser,Opført 2017,2 toiletter,,,6760,https://www.boligsiden.dk/addresses/d2755fe8-4c67-4c60-8e9b-9d6ff2ff490c,Grund: 1033 m²,
"Søndergade 3,8305",825.000 kr.,Samsø Skole,"1,96 km",6.7,3.6,Villa/Fritidsbolig,Energimærke G,Høj,"25,9%","30,75‰.","Der er 3.716 indbyggere i Samsø Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 30,75‰.",Til salg i alt: 45 dage,50 m²,Ejerudg.: 1.057 kr/md,,2 værelser,Opført 1874,1 toilet,,,8305,https://www.boligsiden.dk/addresses/0a3f50c1-af92-32b8-e044-0003ba298018,Grund: 205 m²,
"Kinchsvej 12,6760",3.698.000 kr.,Ansgarskolen,498 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 44 dage,145 m²,Ejerudg.: 2.157 kr/md,,5 værelser,Opført 1954,2 toiletter,,,6760,https://www.boligsiden.dk/addresses/0a3f50b9-c6e4-32b8-e044-0003ba298018,Grund: 697 m²,
"Teglgårdsvej 3,7770",699.000 kr.,Hurup Skole,"5,9 km",7,3.7,Villa,Energimærke D,Mellem,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 330 dage,174 m²,Ejerudg.: 2.997 kr/md,,7 værelser,Opført 1925,2 toiletter,,,7770,https://www.boligsiden.dk/addresses/0a3f50c5-f981-32b8-e044-0003ba298018,Grund: 2446 m²,
"Frederiks Allé 75A, 3. tv.,8000",3.995.000 kr.,Frederiksbjerg Skole,393 m,7.7,3.7,Ejerlejlighed,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 45 dage,82 m²,Ejerudg.: 2.577 kr/md,Elevator: Nej,3 værelser,Opført 1875,1 toilet,Altan: Nej,Terrasse: Nej,8000,https://www.boligsiden.dk/addresses/0a3f50c2-dc8b-32b8-e044-0003ba298018,,
"Rugvænget 1,7000",1.495.000 kr.,"Kirstinebjergskolen, Indre Ringvej",681 m,Ikke oplyst,Ikke oplyst,Rækkehus,Energimærke C,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 45 dage,100 m²,Ejerudg.: 1.737 kr/md,,3 værelser,Opført 1963,1 toilet,,,7000,https://www.boligsiden.dk/addresses/0a3f50ba-c960-32b8-e044-0003ba298018,Grund: 485 m²,
"Filtenborggade 41,7900",1.195.000 kr.,M.C. Holms Skole,456 m,5.9,3.8,Villa,Energimærke D,Mellem,"25,8%","24,68‰.","Der er 20.068 indbyggere i Morsø Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 24,68‰.",Til salg i alt: 45 dage,135 m²,Ejerudg.: 1.082 kr/md,,5 værelser,Opført 1929,2 toiletter,,,7900,https://www.boligsiden.dk/addresses/0a3f50c5-40c0-32b8-e044-0003ba298018,Grund: 417 m²,
"Koustedvej 8,8990",1.848.000 kr.,Fårup Skole og Børneby,"4,11 km",6.8,3.6,Landejendom,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 45 dage,143 m²,Ejerudg.: 1.477 kr/md,,5 værelser,Opført 1911,2 toiletter,,,8990,https://www.boligsiden.dk/addresses/0a3f50c0-c588-32b8-e044-0003ba298018,Grund: 6490 m²,
"Almindingensvej 8,3751",1.095.000 kr.,Hans Rømer Skolen,"9,66 km",6.6,3.6,Villa/Fritidsbolig,Energimærke D,Meget høj,"26,2%",34‰.,"Der er 39.545 indbyggere i Bornholm Kommune. Kommuneskatten er på 26,2% og grundskyldspromillen på 34‰.",Til salg i alt: 45 dage,165 m²,Ejerudg.: 1.301 kr/md,,4 værelser,Opført 1945,1 toilet,,,3751,https://www.boligsiden.dk/addresses/0a3f50b1-d464-32b8-e044-0003ba298018,Grund: 1375 m²,
"Ny Grejsdalsvej 21,7100",3.995.000 kr.,Petersmindeskolen,"1,47 km",7.1,3.8,Villa,Energimærke C,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 45 dage,148 m²,Ejerudg.: 2.786 kr/md,,5 værelser,Opført 1934,3 toiletter,,,7100,https://www.boligsiden.dk/addresses/0a3f50bc-dda0-32b8-e044-0003ba298018,Grund: 481 m²,
"Bøgebakken 55,7400",3.995.000 kr.,Lundgårdskolen,"2,2 km",7.5,3.8,Villa,Energimærke A2015,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 45 dage,160 m²,Ejerudg.: 2.828 kr/md,,6 værelser,Opført 2024,-,,,7400,https://www.boligsiden.dk/addresses/07e5f766-5661-46fe-b0e6-94f6bcce7b17,Grund: 802 m²,
"Broagervej 58,7500",2.495.000 kr.,Rolf Krake Skolen,"1,27 km",7.4,3.8,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 45 dage,203 m²,Ejerudg.: 2.423 kr/md,,9 værelser,Opført 1924,1 toilet,,,7500,https://www.boligsiden.dk/addresses/0a3f50bd-f082-32b8-e044-0003ba298018,Grund: 533 m²,
"Svinget 1,6280",785.000 kr.,Tønder Distriktsskole - Møgeltønder Skole,"3,69 km",Ikke oplyst,Ikke oplyst,Villa/Fritidsbolig,Energimærke E,Lav,"25,3%","21,24‰.","Der er 36.849 indbyggere i Tønder Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 21,24‰.",Til salg i alt: 45 dage,192 m²,Ejerudg.: 1.211 kr/md,,4 værelser,Opført 1952,1 toilet,,,6280,https://www.boligsiden.dk/addresses/0a3f50b6-f280-32b8-e044-0003ba298018,Grund: 1134 m²,
"Gudumvej 108,9260",845.000 kr.,Gudumholm Skole,"4,49 km",7,3.8,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 562 dage,164 m²,Ejerudg.: 1.374 kr/md,,4 værelser,Opført 1918,1 toilet,,,9260,https://www.boligsiden.dk/addresses/0a3f50ca-0bae-32b8-e044-0003ba298018,Grund: 1364 m²,
"Udsigten 5,4760",2.895.000 kr.,"Kulsbjerg Skole, Nyråd",742 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"25,7%","32,32‰.","Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",Til salg i alt: 337 dage,190 m²,Ejerudg.: 2.409 kr/md,,5 værelser,Opført 1977,2 toiletter,,,4760,https://www.boligsiden.dk/addresses/0a3f50b1-ce25-32b8-e044-0003ba298018,Grund: 852 m²,
"Alslevvej 7,4850",598.000 kr.,Stubbekøbing Skole,277 m,6.4,3.6,Villa/Fritidsbolig,Energimærke D,Høj,"25,8%","32,34‰.","Der er 60.310 indbyggere i Guldborgsund Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 32,34‰.",Til salg i alt: 241 dage,115 m²,Ejerudg.: 1.548 kr/md,,4 værelser,Opført 1949,1 toilet,,,4850,https://www.boligsiden.dk/addresses/0a3f50b1-5df8-32b8-e044-0003ba298018,Grund: 461 m²,
"Korsevænget 10,4100",3.495.000 kr.,Dagmarskolen,190 m,6.2,3.7,Villa,Energimærke C,Meget høj,"26,1%","24,74‰.","Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",Til salg i alt: 45 dage,153 m²,Ejerudg.: 2.760 kr/md,,5 værelser,Opført 1964,3 toiletter,,,4100,https://www.boligsiden.dk/addresses/0a3f50ae-3ee9-32b8-e044-0003ba298018,Grund: 984 m²,
"Morelvej 251,5250",2.195.000 kr.,Sanderumskolen,907 m,7.7,3.8,Rækkehus,Energimærke C,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 45 dage,97 m²,Ejerudg.: 1.900 kr/md,,3 værelser,Opført 1973,1 toilet,,,5250,https://www.boligsiden.dk/addresses/0a3f50b4-58ea-32b8-e044-0003ba298018,Grund: 307 m²,
"Skavenvej 1B,6880",1.195.000 kr.,Tarm Skole,"6,84 km",6.6,3.7,Villa,Energimærke E,Meget lav,25%,31‰.,Der er 56.203 indbyggere i Ringkøbing-Skjern Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 31‰.,Til salg i alt: 45 dage,128 m²,Ejerudg.: 1.008 kr/md,,4 værelser,Opført 1958,2 toiletter,,,6880,https://www.boligsiden.dk/addresses/0a3f50bd-3ce5-32b8-e044-0003ba298018,Grund: 770 m²,
"Søndermarken 43,5580",3.250.000 kr.,Nørre Aaby Skole,556 m,6.7,3.6,Villa,Energimærke B,Høj,"25,8%","21,29‰.","Der er 39.603 indbyggere i Middelfart Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 21,29‰.",Til salg i alt: 45 dage,162 m²,Ejerudg.: 2.243 kr/md,,4 værelser,Opført 2008,2 toiletter,,,5580,https://www.boligsiden.dk/addresses/2ef51a73-b384-4ee7-e044-0003ba298018,Grund: 1123 m²,
"Svendborgvej 424,5600",1.295.000 kr.,Bøgebjergskolen,708 m,5.9,3.6,Villa,Energimærke E,Høj,"26,1%","22,85‰.","Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",Til salg i alt: 45 dage,144 m²,Ejerudg.: 1.281 kr/md,,3 værelser,Opført 1932,1 toilet,,,5600,https://www.boligsiden.dk/addresses/0a3f50b2-bb23-32b8-e044-0003ba298018,Grund: 995 m²,
"Åskrænten 67,6710",1.998.000 kr.,Ådalskolen,451 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Meget lav,"25,8%","25,29‰.","Der er 115.459 indbyggere i Esbjerg Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25,29‰.",Til salg i alt: 275 dage,136 m²,Ejerudg.: 2.233 kr/md,,4 værelser,Opført 1972,2 toiletter,,,6710,https://www.boligsiden.dk/addresses/0a3f50b9-6839-32b8-e044-0003ba298018,Grund: 834 m²,
"Haverslevvej 5,9510",140.000 kr.,Arden Skole,"3,57 km",6.8,3.8,Villa/Helårsgrund,Energimærke G,Lav,"25,9%",34‰.,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",Til salg i alt: 45 dage,167 m²,Ejerudg.: 1.063 kr/md,,4 værelser,Opført 1932,1 toilet,,,9510,https://www.boligsiden.dk/addresses/0a3f50c6-bd63-32b8-e044-0003ba298018,Grund: 632 m²,
"Skolevej 5,6500",495.000 kr.,Fællesskolen Nustrup-Sommersted,795 m,6.1,3.7,Villa,Energimærke D,Høj,"26,3%","24,36‰.","Der er 55.340 indbyggere i Haderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 24,36‰.",Til salg i alt: 418 dage,212 m²,Ejerudg.: 1.364 kr/md,,7 værelser,Opført 1938,3 toiletter,,,6500,https://www.boligsiden.dk/addresses/0a3f50b8-1b04-32b8-e044-0003ba298018,Grund: 738 m²,
"Mispelvej 20,8920",1.695.000 kr.,Vestervangsskolen,664 m,6.8,3.7,Villa,Energimærke D,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 45 dage,182 m²,Ejerudg.: 2.024 kr/md,,6 værelser,Opført 1972,2 toiletter,,,8920,https://www.boligsiden.dk/addresses/0a3f50c1-130a-32b8-e044-0003ba298018,Grund: 825 m²,
"Tribinivej 6,6623",3.795.000 kr.,Vorbasse Skole,922 m,6.8,3.7,Villa,Energimærke A2020,Lav,24%,"18,48‰.","Der er 26.631 indbyggere i Billund Kommune. Kommuneskatten er på 24% og grundskyldspromillen på 18,48‰.",Til salg i alt: 45 dage,189 m²,Ejerudg.: 1.775 kr/md,,6 værelser,Opført 2019,2 toiletter,,,6623,https://www.boligsiden.dk/addresses/73cb4c90-903e-4e78-8a56-58173fc3afb8,Grund: 2264 m²,
"Bisagervej 19,8981",3.198.000 kr.,Blicherskolen,656 m,6.9,3.7,Villa,Energimærke A2020,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 45 dage,171 m²,Ejerudg.: 2.198 kr/md,,4 værelser,Opført 2020,2 toiletter,,,8981,https://www.boligsiden.dk/addresses/9dbd7c02-fc25-40e9-b60b-566fa4aee12d,Grund: 836 m²,
"Elektravej 21,9210",7.495.000 kr.,Solbakkeskolen,"1,4 km",6.1,3.6,Villa,Energimærke A2015,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 45 dage,199 m²,Ejerudg.: 1.937 kr/md,,6 værelser,Opført 2023,2 toiletter,,,9210,https://www.boligsiden.dk/addresses/6f3d3924-0bf5-4ac1-b890-a805035e3950,Grund: 230 m²,
"Barsmark Bygade 52,6200",845.000 kr.,Løjt Kirkeby Skole,"1,57 km",7.3,3.8,Villa,Energimærke B,Høj,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 45 dage,82 m²,Ejerudg.: 1.170 kr/md,,2 værelser,Opført 1777,1 toilet,,,6200,https://www.boligsiden.dk/addresses/0a3f50b8-25de-32b8-e044-0003ba298018,Grund: 2052 m²,
