,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Grund,Ejerudgift,Rooms,Build,Toilets,Postal code,link,Elevator,Altan,Terasse,Rooms_imputed,Trivsel_imputed,Grades_imputed,Toilets_imputed
"Strandvang 11,4000",7995000.0,Trællerupskolen,1.85,7.5,3.6,Villa, D,Høj,25.31,28.23,"Der er 28.623 indbyggere i Lejre Kommune. Kommuneskatten er på 25,31% og grundskyldspromillen på 28,23‰.",26.0,337.0,2588.0,5.64,3 toiletter,1967,3.0,4000,https://www.boligsiden.dk/addresses/0a3f50ab-af1a-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rytterhaven 38,3520",5100000.0,Solvangskolen,0.653,7.9,3.8,Villa, D,Høj,24.88,21.5,"Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",183.0,180.0,789.0,4.7,2 toiletter,1967,2.0,3520,https://www.boligsiden.dk/addresses/0a3f50a8-1e5c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Kirsebærvej 7,8471",2598000.0,Sabro-Korsvejskolen,0.738,7.1,3.6,Villa, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",374.0,117.0,1002.0,2.374,1 toilet,1977,1.0,8471,https://www.boligsiden.dk/addresses/0a3f50c3-6749-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Assensvej 473,5642",995000.0,Brahesminde Skole,4.83,6.5,3.8,Villa,fejl,Høj,26.1,22.85,"Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",26.0,250.0,1033.0,1.243,-,1976,1.6983257706149273,5642,https://www.boligsiden.dk/addresses/0a3f50b2-99a4-32b8-e044-0003ba298018,0,0,0,0,0,0,1
"Ågade 20,7323",1095000.0,"Firkløverskolen, Ikær",4.11,6.4,3.7,Villa, E,Lav,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",26.0,127.0,1864.0,1.834,-,1895,1.6983257706149273,7323,https://www.boligsiden.dk/addresses/0a3f50bb-1117-32b8-e044-0003ba298018,0,0,0,0,0,0,1
"Vestergade 33D, st. th.,5700",695000.0,Vestre Skole,1.26,5.9,3.7,Ejerlejlighed, D,Meget høj,26.3,23.32,"Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",26.0,42.0,42.0,1.128,1 toilet,1850,1.0,5700,https://www.boligsiden.dk/addresses/0a3f50b5-af50-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Strandvangsvej 37,8250",7498000.0,Skæring Skole,0.918,7.9,3.8,Villa, A2015,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",26.0,182.0,940.0,5.232,2 toiletter,2022,2.0,8250,https://www.boligsiden.dk/addresses/0a3f50c4-5fee-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Søvænget 1,5792",4395000.0,Carl Nielsen-Skolen,2.44,7.2,3.9,Villa, D,Høj,26.1,22.85,"Der er 51.849 indbyggere i Faaborg-Midtfyn Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,85‰.",26.0,298.0,5768.0,2.924,2 toiletter,1977,2.0,5792,https://www.boligsiden.dk/addresses/0a3f50b6-303d-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Myl Erichsens Vej 7B,7430",1495000.0,Ikast Østre Skole,0.622,6.7,3.8,Ejerlejlighed, C,Lav,25.1,20.35,"Der er 41.885 indbyggere i Ikast-Brande Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 20,35‰.",26.0,105.0,105.0,1.07,1 toilet,1981,1.0,7430,https://www.boligsiden.dk/addresses/0a3f50be-5050-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Strandboulevarden 95, 5. th.,2100",6795000.0,Randersgades Skole,0.333,7.4,3.7,Ejerlejlighed, C,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",26.0,105.0,105.0,5.977,1 toilet,1911,1.0,2100,https://www.boligsiden.dk/addresses/6ab5eea0-94f4-4d3c-9716-2f768ac44b59,0,1,0,0,0,0,0
"Vester Højgård Vej 14,9500",1725000.0,Rosendalskolen,5.08,7.4,3.7,Rækkehus, A2010,Lav,25.9,34.0,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",192.0,103.0,349.0,1.455,1 toilet,2019,1.0,9500,https://www.boligsiden.dk/addresses/2a4ac7e5-b6c7-432c-8873-b1394c2dbf56,0,0,0,0,0,0,0
"Offenbachsvej 32, st. tv.,2450",2395000.0,Ellebjerg Skole,0.232,6.3,3.7,Ejerlejlighed, D,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",26.0,50.0,50.0,2.501,1 toilet,1937,1.0,2450,https://www.boligsiden.dk/addresses/0a3f50a0-02e1-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Støvringparken 13, 1. th.,9530",929000.0,Karensmindeskolen,0.54,8.0,3.8,Ejerlejlighed, D,Lav,25.33,26.09,"Der er 30.646 indbyggere i Rebild Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 26,09‰.",26.0,76.0,76.0,1.938,1 toilet,1976,1.0,9530,https://www.boligsiden.dk/addresses/0a3f50c9-6da9-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Tjørnevej 5,4560",2295000.0,Vig Skole,1.11,6.3,3.5,Villa, C,Høj,26.3,34.0,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",26.0,158.0,770.0,1.801,2 toiletter,1974,2.0,4560,https://www.boligsiden.dk/addresses/0a3f50af-5362-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Trompetvej 4,8940",2395000.0,Søndermarkskolen,0.342,6.8,3.8,Villa, C,Høj,25.8,27.93,"Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",26.0,135.0,801.0,2.214,2 toiletter,1974,2.0,8940,https://www.boligsiden.dk/addresses/0a3f50c1-45b0-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Solsikkevej 9,7280",1295000.0,Sdr.  Felding Skole og Børneunivers,0.539,6.7,3.7,Villa, C,Meget lav,24.9,20.53,"Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",823.0,230.0,725.0,1.195,3 toiletter,1973,3.0,7280,https://www.boligsiden.dk/addresses/0a3f50bf-5e6a-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Nørrevænget 1,6091",450000.0,Sdr. Bjert Skole,0.578,8.0,3.9,Villa, G,Høj,25.5,25.0,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",26.0,88.0,569.0,1.546,2 toiletter,1800,2.0,6091,https://www.boligsiden.dk/addresses/0a3f50bc-2ab6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Irisvej 18,3650",4495000.0,Ølstykke Skole,0.908,7.013960916948516,3.7173431040962046,Villa, C,Høj,25.7,23.98,"Der er 44.375 indbyggere i Egedal Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,98‰.",26.0,173.0,707.0,3.617,2 toiletter,1971,2.0,3650,https://www.boligsiden.dk/addresses/0a3f50aa-b91d-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Fredensvej 4B, 1.,8960",1995000.0,Kristrup Skole,1.01,6.7,3.7,Ejerlejlighed, D,Høj,25.8,27.93,"Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",184.0,119.0,119.0,1.466,2 toiletter,1900,2.0,8960,https://www.boligsiden.dk/addresses/0a3f50c0-e795-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Blåmejsevej 17,8464",3648000.0,Gyvelhøjskolen,0.762,7.2,3.7,Villa, C,Mellem,26.0,24.66,"Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",26.0,182.0,743.0,2.905,2 toiletter,1998,2.0,8464,https://www.boligsiden.dk/addresses/0a3f50bf-9e78-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Birkevænget 18,4540",2195000.0,Fårevejle Skole,0.707,7.013960916948516,3.7173431040962046,Villa, C,Høj,26.3,34.0,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",189.0,174.0,825.0,1.761,1 toilet,1973,1.0,4540,https://www.boligsiden.dk/addresses/0a3f50ac-aede-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Grenåvej 784,8541",2645000.0,Skødstrup Skole,1.08,7.7,3.7,Villa, D,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",26.0,110.0,1358.0,2.801,1 toilet,1956,1.0,8541,https://www.boligsiden.dk/addresses/0a3f50c2-f244-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Sverigesgade 1, 2.,9000",1795000.0,Sønderbroskolen,0.939,7.2,3.8,Ejerlejlighed, D,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",53.0,95.0,95.0,3.168,1 toilet,1921,1.0,9000,https://www.boligsiden.dk/addresses/0a3f50ca-ceec-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Villavej 44,6800",1398000.0,Lykkesgårdskolen,0.372,7.1,3.8,Villa, G,Lav,25.1,31.56,"Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",26.0,116.0,788.0,1.64,1 toilet,1958,1.0,6800,https://www.boligsiden.dk/addresses/0a3f50ba-047a-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rørsangervej 2,9550",1595000.0,Assens Skole,0.603,6.3,3.7,Villa, B,Mellem,25.9,34.0,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",26.0,152.0,757.0,1.15,2 toiletter,2007,2.0,9550,https://www.boligsiden.dk/addresses/282eb622-4313-351f-e044-0003ba298018,0,0,0,0,0,0,0
"Bymarken 4,4130",3800000.0,"Viby Skole, afdeling Ørstedvej",0.607,7.013960916948516,3.7173431040962046,Villa, C,Meget høj,25.2,25.69,"Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",26.0,182.0,730.0,3.078,3 toiletter,1977,3.0,4130,https://www.boligsiden.dk/addresses/0a3f50ab-b2d9-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Bredgade 42,7760",950000.0,Hurup Skole,1.06,7.0,3.7,Villa, E,Mellem,25.5,23.75,"Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",194.0,162.0,1169.0,1.099,2 toiletter,1912,2.0,7760,https://www.boligsiden.dk/addresses/0a3f50c5-e6d8-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Strandstræde 32,2791",9250000.0,Dragør Skole,0.327,8.1,3.8,Villa, D,Mellem,24.8,24.47,"Der er 14.640 indbyggere i Dragør Kommune. Kommuneskatten er på 24,8% og grundskyldspromillen på 24,47‰.",26.0,161.0,138.0,7.22,2 toiletter,1775,2.0,2791,https://www.boligsiden.dk/addresses/0a3f50a3-94a6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Odensevej 58,5540",2795000.0,Vibeskolen,2.34,6.5,3.7,Villa, C,Høj,26.3,27.83,"Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",26.0,299.0,23708.0,2.581,2 toiletter,2017,2.0,5540,https://www.boligsiden.dk/addresses/0a3f50b5-fc65-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Badmintonvej 55,9230",2195000.0,Svenstrup Skole,1.17,7.6,3.7,Villa, C,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",26.0,147.0,776.0,2.408,2 toiletter,1970,2.0,9230,https://www.boligsiden.dk/addresses/0a3f50c9-ba31-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Markedsgade 1, 3. th.,4300",2795000.0,"Nordvestsjællands Erhvervs- og Gymnasieuddannelser, 10. klasse, Holbæk",0.825,7.18298800436205,3.7237731733914936,Ejerlejlighed, D,Høj,25.3,25.09,"Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",109.0,123.0,123.0,3.032,1 toilet,1949,1.0,4300,https://www.boligsiden.dk/addresses/0a3f50ad-5640-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Skovgårde Bygade 1,8400",1395000.0,Rosmus Skole,4.84,7.3,3.8,Villa, F,Høj,25.9,33.8,"Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",26.0,70.0,746.0,1.152,1 toilet,1800,1.0,8400,https://www.boligsiden.dk/addresses/0a3f50bf-8ed4-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Drejøgade 29,5000",7400000.0,Sct Hans Skole,0.547,7.1,3.7,Villa, A2015,Mellem,25.5,21.71,"Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",26.0,163.0,1029.0,3.97,2 toiletter,2017,2.0,5000,https://www.boligsiden.dk/addresses/0a3f50b4-fbb6-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Vejlebrovej 36, 2. th.,2635",1885000.0,Vejlebroskolen,0.71,6.1,3.6,Ejerlejlighed, D,Mellem,25.0,25.0,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,26.0,68.0,68.0,3.103,1 toilet,1970,1.0,2635,https://www.boligsiden.dk/addresses/0a3f50a7-1b10-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Merianvej 12,2900",7695000.0,Dyssegårdsskolen,0.469,8.4,3.8,Villa, E,Mellem,24.17,16.0,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",26.0,96.0,463.0,4.867,3 toiletter,1929,3.0,2900,https://www.boligsiden.dk/addresses/0a3f50a3-e477-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Klosterhedevej 18,2770",4398000.0,Løjtegårdsskolen,0.91,7.3,3.7,Villa, E,Mellem,23.1,24.0,"Der er 42.723 indbyggere i Tårnby Kommune. Kommuneskatten er på 23,1% og grundskyldspromillen på 24‰.",26.0,88.0,702.0,3.867,2 toiletter,1978,2.0,2770,https://www.boligsiden.dk/addresses/0a3f50a7-4fbe-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Svalmstrupvej 21,4174",1825000.0,Vigersted Skole,7.44,6.9,3.6,Villa, E,Meget høj,26.1,24.74,"Der er 35.141 indbyggere i Ringsted Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 24,74‰.",26.0,109.0,1172.0,1.997,1 toilet,1927,1.0,4174,https://www.boligsiden.dk/addresses/0a3f50ae-5433-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Skeldevej 63,6310",1295000.0,Broager Skole,4.66,7.0,3.7,Villa, C,Høj,25.7,27.1,"Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",165.0,161.0,1669.0,1.087,1 toilet,1890,1.0,6310,https://www.boligsiden.dk/addresses/0a3f50b6-6db1-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Rosengården 135,3250",1995000.0,"Gilbjergskolen, Gilleleje",1.16,6.8,3.7,Rækkehus, E,Lav,25.4,29.34,"Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",210.0,72.0,176.0,2.109,1 toilet,1979,1.0,3250,https://www.boligsiden.dk/addresses/0a3f50a8-d345-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Strubjerg 138, 2.,9400",1095000.0,Gl Lindholm Skole,0.968,6.9,3.7,Ejerlejlighed, B,Lav,25.4,26.95,"Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",26.0,102.0,102.0,2.038,1 toilet,1979,1.0,9400,https://www.boligsiden.dk/addresses/0a3f50ca-c99f-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Klintevænget 4,4681",3195000.0,Herfølge Skole,0.859,6.8,3.7,Villa, D,Mellem,25.26,21.04,"Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",26.0,126.0,840.0,2.393,2 toiletter,1977,2.0,4681,https://www.boligsiden.dk/addresses/0a3f50ab-7583-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Meklenborggade 9, 1. th.,2300",4295000.0,Lergravsparkens Skole,0.159,6.9,3.7,Ejerlejlighed, A2015,Mellem,23.7,34.0,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",26.0,76.0,76.0,3.734,1 toilet,2019,1.0,2300,https://www.boligsiden.dk/addresses/fefd0537-7660-4ba9-a5d3-11fcf2595579,1,1,0,0,0,0,0
"Niels Juels Gade 72, 1.,8200",2248000.0,Skovvangskolen,0.654,7.0,3.7,Ejerlejlighed, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",26.0,56.0,56.0,3.004,1 toilet,1901,1.0,8200,https://www.boligsiden.dk/addresses/0a3f50c3-b65c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Marienborgvej 3,9510",795000.0,Arden Skole,4.27,6.8,3.8,Villa, G,Lav,25.9,34.0,"Der er 41.662 indbyggere i Mariagerfjord Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 34‰.",26.0,245.0,4566.0,2.121,2 toiletter,1937,2.0,9510,https://www.boligsiden.dk/addresses/0a3f50c6-c127-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Essingen 30,3070",4695000.0,Snekkersten Skole,0.577,7.187917737789203,3.7284061696658095,Rækkehus, B,Lav,25.52,28.5,"Der er 62.875 indbyggere i Helsingør Kommune. Kommuneskatten er på 25,52% og grundskyldspromillen på 28,5‰.",26.0,113.0,389.0,4.186,2 toiletter,1998,2.0,3070,https://www.boligsiden.dk/addresses/0a3f50a9-2ef5-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Nicolajs Have 30,9430",4195000.0,Biersted Skole,4.13,7.2,3.7,Villa, A2015,Meget lav,25.7,32.85,"Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",26.0,196.0,930.0,2.435,2 toiletter,2020,2.0,9430,https://www.boligsiden.dk/addresses/cfdba8cc-0fa3-43c3-8bda-a4297e480474,0,0,0,0,0,0,0
"Novembervej 11, st. tv.,2860",1995000.0,Mørkhøj Skole,0.464,6.6,3.6,Ejerlejlighed, E,Lav,23.6,23.0,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",26.0,55.0,55.0,2.57,1 toilet,1958,1.0,2860,https://www.boligsiden.dk/addresses/0a3f50a4-71c9-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Impgårdvej 3A,8620",1045000.0,Thorning Skole,1.86,6.8,3.6,Villa, F,Mellem,25.5,28.26,"Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",152.0,90.0,9628.0,1.725,1 toilet,1961,1.0,8620,https://www.boligsiden.dk/addresses/0a3f50c5-26b5-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Brandholms Alle 28B, 2. tv.,2610",1995000.0,Valhøj Skole,0.171,7.0,3.7,Ejerlejlighed, D,Høj,25.7,30.8,"Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",237.0,56.0,56.0,3.497,1 toilet,1961,1.0,2610,https://www.boligsiden.dk/addresses/0a3f50a6-8113-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Jungshovedvej 68,4720",1095000.0,Præstø skole,6.07,6.8,3.7,Villa, C,Høj,25.7,32.32,"Der er 45.352 indbyggere i Vordingborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,32‰.",26.0,146.0,1004.0,1.397,2 toiletter,1960,2.0,4720,https://www.boligsiden.dk/addresses/0a3f50b0-f05f-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Denderupvej 16,4690",1095000.0,"Ny-Øst, Møllevangsskolen",5.54,7.013960916948516,3.7173431040962046,Villa, D,Høj,25.8,25.0,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",26.0,181.0,1094.0,2.706,2 toiletter,1857,2.0,4690,https://www.boligsiden.dk/addresses/0a3f50b1-2a00-32b8-e044-0003ba298018,0,0,0,0,1,1,0
"Koldingvej 432,7100",1995000.0,Søndermarksskolen,4.24,6.9,3.8,Villa, D,Høj,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",26.0,186.0,692.0,2.054,1 toilet,1905,1.0,7100,https://www.boligsiden.dk/addresses/0a3f50bc-ce42-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Præstemarken 39,8653",1495000.0,Frisholm Skole,1.15,7.3,3.7,Rækkehus, D,Lav,25.5,28.26,"Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",26.0,125.0,746.0,2.293,1 toilet,1976,1.0,8653,https://www.boligsiden.dk/addresses/0a3f50c2-5e03-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Marbæk Park 59,2750",3795000.0,Hedegårdsskolen,0.928,6.9,3.8,Rækkehus, A2010,Mellem,25.5,28.89,"Der er 49.274 indbyggere i Ballerup Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,89‰.",26.0,108.0,157.0,2.607,2 toiletter,2006,2.0,2750,https://www.boligsiden.dk/addresses/1369ec0c-f1b7-5517-e044-0003ba298018,0,0,0,0,0,0,0
"Kongeåvej 61,6600",2295000.0,Grønvangskolen,5.41,7.2,3.8,Landejendom, D,Høj,25.33,20.36,"Der er 42.596 indbyggere i Vejen Kommune. Kommuneskatten er på 25,33% og grundskyldspromillen på 20,36‰.",26.0,174.0,36336.0,1.891,2 toiletter,1870,2.0,6600,https://www.boligsiden.dk/addresses/3cb0a0c6-3692-0e4a-e044-0003ba298018,0,0,0,0,0,0,0
"Rendsagervej 102,2625",4149000.0,Pilehaveskolen,0.631,7.4,3.7,Villa, D,Mellem,25.6,24.38,"Der er 16.488 indbyggere i Vallensbæk Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 24,38‰.",26.0,134.0,687.0,4.945,2 toiletter,1972,2.0,2625,https://www.boligsiden.dk/addresses/0a3f50a7-8a16-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Guldsmedestræde 14,2640",3900000.0,Læringshuset,0.085,6.5,3.4,Rækkehus, A2015,Høj,24.6,24.4,"Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",26.0,122.0,125.0,2.974,2 toiletter,2021,2.0,2640,https://www.boligsiden.dk/addresses/e5ddc3b1-62cf-4ab5-8d1e-2eb9731d571c,0,0,0,0,0,0,0
"Holmelund 30,5560",2795000.0,Aarupskolen,0.912,7.1,3.7,Villa, C,Høj,26.1,22.12,"Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",26.0,322.0,1311.0,2.424,2 toiletter,1910,2.0,5560,https://www.boligsiden.dk/addresses/0a3f50b6-3618-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Maglegårdsvej 505,3480",3825000.0,Endrupskolen,1.1,8.4,3.8,Rækkehus, C,Mellem,25.3,24.65,"Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",26.0,117.0,716.0,3.652,2 toiletter,1986,2.0,3480,https://www.boligsiden.dk/addresses/0a3f50a8-38f2-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Grejsdalsvej 81,7100",2600000.0,Petersmindeskolen,1.37,7.1,3.8,Villa, D,Høj,23.4,27.75,"Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",26.0,118.0,550.0,2.023,1 toilet,1896,1.0,7100,https://www.boligsiden.dk/addresses/0a3f50bc-b6d2-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Ryesgade 38A,8680",3595000.0,Mølleskolen,4.51,7.9,3.9,Villa, A2015,Mellem,26.0,24.66,"Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",26.0,132.0,750.0,2.637,2 toiletter,2017,2.0,8680,https://www.boligsiden.dk/addresses/374230b7-1ce3-51c5-e044-0003ba298018,0,0,0,0,0,0,0
"Løvstien 4,8530",4795000.0,Virupskolen,0.658,7.9,3.8,Villa, C,Høj,24.52,24.58,"Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",26.0,174.0,836.0,3.619,1 toilet,1968,1.0,8530,https://www.boligsiden.dk/addresses/0a3f50c3-965c-32b8-e044-0003ba298018,0,0,0,0,0,0,0
"Christoffers Alle 88A, st. mf.,2800",2100000.0,Vadgård Skole,0.5,7.0,3.7,Ejerlejlighed, E,Lav,23.6,23.0,"Der er 69.259 indbyggere i Gladsaxe Kommune. Kommuneskatten er på 23,6% og grundskyldspromillen på 23‰.",26.0,42.0,42.0,3.277,1 toilet,1942,1.0,2800,https://www.boligsiden.dk/addresses/0a3f50a4-3b09-32b8-e044-0003ba298018,0,1,0,0,0,0,0
"Egevej 14,3400",6495000.0,Hillerødsholmskolen,0.335,7.3,3.7,Villa, C,Mellem,25.6,20.65,"Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",26.0,212.0,1077.0,4.081,2 toiletter,1961,2.0,3400,https://www.boligsiden.dk/addresses/0a3f50a9-a61e-32b8-e044-0003ba298018,0,0,0,0,0,0,0
